ds,boolean_value_S_1,Influencer_big_fix_S,Influencer_small_fix_S,Yahoo_S,Yahoo_other_S,Twitter_S,Google_other_S,FB_undefined_S,FB_u25_S,FB_28_similar_S,FB_30_broad_S,FB_30_similar_S,FB_30_retarg_S,FB_40_broad_S,FB_40_similar_S,FB_40_retarg_S,FB_50_S,FB_male_other_S,FB_female_other_S,Google_listing_S,Google_Proslisting_S,Google_undefined_S,PR_I,Google_trends_1,Referral_P_1,Twitter_scrolling_increment_1,type,solID
2022/2/26,0,0,0,0,0,0,3747,58054,0,0,0,36342,0,0,12594,0,0,67789,42460,1546,0,0,,,,,rawSpend,2_699_2
2022/2/27,0,0,0,0,0,0,4653,38068,0,0,0,35991,0,0,13248,0,0,67782,44383,4442,0,0,,,,,rawSpend,2_699_2
2022/2/28,0,0,0,0,0,0,2044,41743,0,0,0,36870,0,0,13470,0,0,67719,40619,1267,0,0,,,,,rawSpend,2_699_2
2022/3/1,0,0,0,0,0,0,0,44379,0,0,0,28109,0,0,12937,0,0,67545,35251,0,0,0,,,,,rawSpend,2_699_2
2022/3/2,0,0,0,0,0,0,0,38067,0,0,0,19205,0,0,21969,0,0,67601,37269,185,0,0,,,,,rawSpend,2_699_2
2022/3/3,0,0,0,0,0,0,0,38860,0,0,0,18927,0,0,22173,0,0,66235,42633,403,0,0,,,,,rawSpend,2_699_2
2022/3/4,0,0,0,0,0,0,0,38963,0,0,0,18647,0,0,22269,0,0,65958,37352,420,0,0,,,,,rawSpend,2_699_2
2022/3/5,0,0,0,0,0,0,0,39322,0,0,0,18294,0,0,21353,0,877,66158,37136,659,0,0,,,,,rawSpend,2_699_2
2022/3/6,0,0,0,0,0,0,0,39642,0,0,0,19528,0,0,22489,0,2964,68428,37572,875,0,0,,,,,rawSpend,2_699_2
2022/3/7,0,0,0,0,0,0,0,40293,0,0,0,19327,0,0,22440,0,3065,67537,37482,1626,0,0,,,,,rawSpend,2_699_2
2022/3/8,0,0,0,0,0,0,0,40505,0,0,0,17929,0,0,24041,0,2978,67312,30260,1087,0,0,,,,,rawSpend,2_699_2
2022/3/9,0,0,0,0,0,0,0,40405,0,0,0,16054,0,0,22336,0,3044,66858,26873,5588,0,114,,,,,rawSpend,2_699_2
2022/3/10,0,0,0,0,0,0,0,39933,0,0,0,14018,0,0,22185,0,3077,67104,26842,362,0,0,,,,,rawSpend,2_699_2
2022/3/11,0,0,0,0,0,0,0,39383,0,0,0,13710,0,0,21822,0,3057,66672,54462,1711,0,4,,,,,rawSpend,2_699_2
2022/3/12,0,0,0,0,0,0,0,39839,0,0,0,13153,0,0,21316,0,2814,65089,54361,1283,0,0,,,,,rawSpend,2_699_2
2022/3/13,0,0,0,0,0,0,0,40437,0,0,0,14232,0,0,22115,0,3118,78049,77961,5833,0,686,,,,,rawSpend,2_699_2
2022/3/14,0,0,0,0,0,0,3542,40348,0,0,0,14263,0,0,22238,0,3015,77730,79320,3140,0,433,,,,,rawSpend,2_699_2
2022/3/15,0,0,0,0,0,0,6842,40374,0,0,0,22178,0,0,27359,0,3030,77522,79254,2140,0,0,,,,,rawSpend,2_699_2
2022/3/16,0,0,0,0,0,0,4719,40068,0,0,0,24516,0,0,29139,0,3058,77399,79715,2774,0,44,,,,,rawSpend,2_699_2
2022/3/17,0,0,0,0,0,0,3943,39583,0,0,0,23387,0,0,28881,0,3065,76509,78272,3087,0,896,,,,,rawSpend,2_699_2
2022/3/18,0,0,0,0,0,0,4736,39738,0,0,0,19541,0,0,27838,0,3265,77166,76172,7412,0,0,,,,,rawSpend,2_699_2
2022/3/19,0,0,0,0,0,0,5574,39452,0,0,0,16238,0,0,25377,0,3740,74622,77067,5988,0,990,,,,,rawSpend,2_699_2
2022/3/20,0,0,0,0,0,0,6284,41138,0,0,0,18385,0,0,27918,0,4004,78622,78567,9486,0,55,,,,,rawSpend,2_699_2
2022/3/21,0,0,0,0,0,0,6254,40463,0,0,0,18430,0,0,27519,0,4007,77770,78833,5116,0,0,,,,,rawSpend,2_699_2
2022/3/22,0,0,0,0,0,0,5880,40139,0,0,0,18416,0,0,27422,0,4009,77063,78651,1326,0,0,,,,,rawSpend,2_699_2
2022/3/23,0,0,0,0,0,0,4326,39686,0,0,0,18018,0,0,27528,0,4201,77530,78328,4904,0,0,,,,,rawSpend,2_699_2
2022/3/24,0,0,0,0,0,0,4674,39477,0,0,0,17968,0,0,26904,0,4050,76979,79010,2264,0,95,,,,,rawSpend,2_699_2
2022/3/25,0,0,0,0,0,0,4836,39396,0,0,0,17295,0,0,26078,0,3983,76285,76990,9419,0,0,,,,,rawSpend,2_699_2
2022/3/26,0,0,0,0,0,0,6682,39701,0,0,0,17487,0,0,25631,0,3746,74751,75916,8579,0,115,,,,,rawSpend,2_699_2
2022/3/27,0,0,0,0,0,0,4947,41137,0,0,0,18410,0,0,27647,0,4064,78151,78793,7505,0,159,,,,,rawSpend,2_699_2
2022/3/28,0,0,0,0,0,0,3913,40123,0,0,0,18417,0,0,27508,0,4049,77986,84615,5636,0,20,,,,,rawSpend,2_699_2
2022/3/29,0,0,0,0,0,0,2622,40423,0,0,0,18367,0,0,24939,0,3931,75622,83190,3470,0,0,,,,,rawSpend,2_699_2
2022/3/30,0,0,0,0,0,0,5711,39499,0,0,0,18805,0,0,24155,0,4107,76830,83455,4140,0,217,,,,,rawSpend,2_699_2
2022/3/31,0,142353,0,0,0,0,4202,38553,0,0,0,18637,0,0,23329,0,4061,70133,82466,5906,0,739,,,,,rawSpend,2_699_2
2022/4/1,0,187647,0,0,0,0,0,39519,0,0,0,18343,0,0,22821,0,4791,67481,82804,588,0,0,,,,,rawSpend,2_699_2
2022/4/2,0,103529,0,0,0,0,0,40746,0,0,0,19102,0,0,24068,0,5005,82917,88702,199,0,0,,,,,rawSpend,2_699_2
2022/4/3,0,32353,0,0,0,0,0,42327,0,0,0,20405,0,0,25503,0,5273,81822,86310,35,0,0,,,,,rawSpend,2_699_2
2022/4/4,0,32353,0,0,0,0,0,40386,0,0,0,19191,0,0,23893,0,5120,77846,81561,4,0,0,,,,,rawSpend,2_699_2
2022/4/5,0,25882,0,0,0,0,0,39026,0,0,0,18719,0,0,21707,0,4891,75041,74796,196,0,0,,,,,rawSpend,2_699_2
2022/4/6,0,38824,0,0,0,0,0,39234,0,0,0,18898,0,0,20713,0,4913,75895,76050,0,0,0,,,,,rawSpend,2_699_2
2022/4/7,0,25882,0,0,0,0,0,34992,0,0,0,18654,0,0,18376,0,4947,75570,75400,0,0,0,,,,,rawSpend,2_699_2
2022/4/8,0,32353,0,0,0,0,0,46506,0,0,0,18780,0,0,15923,0,4825,76853,74611,0,0,0,,,,,rawSpend,2_699_2
2022/4/9,0,12941,0,0,0,0,0,48187,0,0,0,21507,0,0,15232,0,3355,81064,70958,0,0,0,,,,,rawSpend,2_699_2
2022/4/10,0,19412,0,0,0,0,0,50987,0,0,0,24311,0,0,17319,0,0,86139,64716,0,0,0,,,,,rawSpend,2_699_2
2022/4/11,0,6471,0,0,0,0,0,49369,0,0,0,23793,0,0,17062,0,0,121051,58840,198,0,0,,,,,rawSpend,2_699_2
2022/4/12,0,0,0,0,0,0,0,48302,0,0,0,19030,0,0,18344,0,0,117707,47294,0,0,0,,,,,rawSpend,2_699_2
2022/4/13,0,0,0,0,0,0,0,57446,0,0,0,25557,0,0,19237,0,0,118532,54270,3,0,0,,,,,rawSpend,2_699_2
2022/4/14,0,0,0,0,0,0,0,62916,0,0,0,34626,0,0,19913,0,0,106104,54600,3,0,0,,,,,rawSpend,2_699_2
2022/4/15,0,0,0,0,0,0,0,65537,0,0,0,37779,0,0,18982,0,0,103044,53991,147,0,0,,,,,rawSpend,2_699_2
2022/4/16,0,0,0,0,0,0,311,66352,0,0,0,38738,0,0,19149,0,0,104154,56604,493,0,0,,,,,rawSpend,2_699_2
2022/4/17,0,0,0,0,0,0,541,74547,0,0,0,43639,0,0,21750,0,0,115975,59771,1010,0,0,,,,,rawSpend,2_699_2
2022/4/18,0,0,0,0,0,0,229,76689,0,0,0,41379,0,0,24280,0,0,111650,62394,1883,0,0,,,,,rawSpend,2_699_2
2022/4/19,0,0,0,0,0,0,657,71496,0,0,0,40908,0,0,23306,0,0,106602,58726,3604,0,0,,,,,rawSpend,2_699_2
2022/4/20,0,0,0,0,0,0,790,56112,0,0,0,46025,0,0,19843,0,0,42236,50445,7356,0,0,,,,,rawSpend,2_699_2
2022/4/21,0,0,0,0,0,0,868,67467,0,0,0,55126,0,0,19618,0,0,94406,54203,3884,0,0,,,,,rawSpend,2_699_2
2022/4/22,0,0,0,0,0,0,1318,74694,0,0,0,53743,0,4712,19114,0,0,94639,57514,5984,0,0,,,,,rawSpend,2_699_2
2022/4/23,0,0,0,0,0,0,2497,79147,0,0,0,54606,0,4993,19051,0,0,101687,57748,6647,0,0,,,,,rawSpend,2_699_2
2022/4/24,0,0,0,0,0,0,884,91431,0,0,0,59567,0,4951,21248,0,0,115459,62488,5207,0,0,,,,,rawSpend,2_699_2
2022/4/25,0,0,0,0,0,0,535,87540,0,0,0,58065,0,4950,20747,0,0,111811,60387,6720,0,0,,,,,rawSpend,2_699_2
2022/4/26,0,0,0,0,0,0,745,83877,0,0,0,55379,0,4997,20270,0,0,107209,57940,12231,0,0,,,,,rawSpend,2_699_2
2022/4/27,0,0,0,0,0,0,697,84148,0,0,0,59454,0,4994,20771,0,0,102649,57937,14175,0,0,,,,,rawSpend,2_699_2
2022/4/28,0,0,0,73,0,0,1299,81393,0,0,0,61330,5336,3280,20797,2742,0,106488,56064,12547,0,0,,,,,rawSpend,2_699_2
2022/4/29,0,0,0,0,0,0,1351,75482,0,0,0,60660,5582,0,19677,3427,0,103658,53352,14562,0,0,,,,,rawSpend,2_699_2
2022/4/30,0,0,0,520,0,0,1383,79418,0,0,0,58987,6583,0,18781,4207,0,108725,55428,15597,0,0,,,,,rawSpend,2_699_2
2022/5/1,0,0,0,1754,440,0,1444,87726,0,0,0,54463,8154,0,17940,3911,0,117355,61417,18926,0,0,,,,,rawSpend,2_699_2
2022/5/2,0,0,0,2639.522,521,0,1343,80123,0,0,0,46507,8286,0,16146,4110,0,97036,56398,16433,0,0,,,,,rawSpend,2_699_2
2022/5/3,0,0,0,30696.272,717,0,1217,75968,0,0,0,51698,8618,0,14533,4537,0,90009,53289,20183,0,0,,,,,rawSpend,2_699_2
2022/5/4,0,0,0,62732.516,1475,0,1782,76399,0,0,0,51167,9557,0,14883,4254,0,90358,53851,20100,0,0,,,,,rawSpend,2_699_2
2022/5/5,0,0,0,90834.493,1074,0,2141,76142,0,0,0,52702,8009,0,14223,4100,0,85377,53368,21618,0,0,,,,,rawSpend,2_699_2
2022/5/6,0,0,0,82483.248,861,0,1385,83796,0,0,0,54656,7885,0,15566,4390,0,85410,50339,20304,0,0,,,,,rawSpend,2_699_2
2022/5/7,0,0,0,86843.067,848,0,2247,92569,0,0,0,58888,8661,0,17477,3930,0,90981,56103,23145,0,0,,,,,rawSpend,2_699_2
2022/5/8,0,0,0,91073.39,538,0,1722,93692,0,0,0,59875,7768,0,17512,4054,0,101444,60155,22066,0,0,,,,,rawSpend,2_699_2
2022/5/9,0,0,0,71387.722,1540,0,1151,85937,0,0,0,54703,7676,0,15716,3998,0,93200,55251,20146,0,0,,,,,rawSpend,2_699_2
2022/5/10,0,0,0,56589.994,1692,0,1595,83047,0,0,0,53316,6958,0,14939,4286,0,89810,54198,20553,0,0,,,,,rawSpend,2_699_2
2022/5/11,0,0,0,73895.403,2751,0,2408,83552,0,0,0,53298,7335,0,15089,4269,0,90313,56553,22028,0,0,,,,,rawSpend,2_699_2
2022/5/12,0,0,0,76040.012,1890,0,2049,84950,0,0,0,54626,6731,0,15269,4124,0,91365,57472,17099,0,0,,,,,rawSpend,2_699_2
2022/5/13,0,0,0,76344,4455.812,0,16581,87914,0,0,0,56444,7251,0,16749,3402,0,78082,58947,13797,0,0,,,,,rawSpend,2_699_2
2022/5/14,0,0,0,89714.864,10294.721,0,32294,89908,0,0,0,57980,7039,0,16818,3775,0,71437,61063,20397,0,0,,,,,rawSpend,2_699_2
2022/5/15,0,0,0,98782.287,9536.588,0,38001,94577,0,0,0,62781,5813,0,18046,3694,0,81290,65402,20309,0,0,,,,,rawSpend,2_699_2
2022/5/16,0,0,0,83196.141,9349.988,0,33720,91224,0,0,0,58998,6793,0,16968,3904,0,78125,60440,16502,0,0,,,,,rawSpend,2_699_2
2022/5/17,0,0,0,83124.291,10673.693,0,21829,81615,0,0,0,53029,6107,0,15273,3518,0,70616,53745,31087,0,0,,,,,rawSpend,2_699_2
2022/5/18,0,0,0,85205.489,8582.632,0,26762,83099,0,0,0,53723,6654,0,15572,3667,0,70081,51710,23377,0,0,,,,,rawSpend,2_699_2
2022/5/19,0,0,0,75141.054,7884.128,0,24591,82701,0,0,0,52967,6861,0,14825,4173,0,69743,51515,20826,0,0,,,,,rawSpend,2_699_2
2022/5/20,0,0,0,74216.087,8413.807,0,15121,84151,0,0,0,53555,7416,0,15025,4154,0,71216,51787,16966,0,0,,,,,rawSpend,2_699_2
2022/5/21,0,0,0,93618.842,6622.645,0,26676,89169,0,0,0,56938,9365,0,16163,5018,0,75867,55274,26468,0,0,,,,,rawSpend,2_699_2
2022/5/22,0,0,0,101900.411,8490.908,0,32070,87196,0,0,0,58177,10638,0,15656,6245,0,79720,58867,19569,0,0,,,,,rawSpend,2_699_2
2022/5/23,0,0,0,82130.214,11332.13,0,39947,82229,0,0,0,55220,9461,0,15582,4882,0,75996,55468,21579,0,0,,,,,rawSpend,2_699_2
2022/5/24,0,0,0,100775.901,17109.15,0,42696,77385,0,0,0,52037,9234,0,14379,4764,0,69176,48288,18063,0,0,,,,,rawSpend,2_699_2
2022/5/25,0,0,0,120092.708,16862.118,0,49146,76607,0,0,0,54108,5994,0,15766,3386,0,67570,47211,16979,0,0,,,,,rawSpend,2_699_2
2022/5/26,0,0,0,110125.453,17530.424,0,53903,72638,0,0,0,50452,6674,0,14988,3748,0,65613,47048,18975,0,0,,,,,rawSpend,2_699_2
2022/5/27,0,0,0,107096.945,17832.646,0,30299,80444,0,0,0,60219,3578,0,17678,1983,0,70427,48033,15494,0,0,,,,,rawSpend,2_699_2
2022/5/28,0,0,0,104974.672,22002.882,0,12692,83501,0,0,0,62163,3045,0,19000,1943,0,70170,44134,19856,0,0,,,,,rawSpend,2_699_2
2022/5/29,0,0,0,119498.848,20246.361,0,12040,87108,0,0,0,59446,9196,0,17187,4499,0,77290,44674,25897,0,0,,,,,rawSpend,2_699_2
2022/5/30,0,0,0,101613.842,19258.769,0,13180,81274,0,0,0,55109,8662,0,16548,3855,0,71448,39022,19814,0,0,,,,,rawSpend,2_699_2
2022/5/31,0,0,0,117386.248,23895.046,0,9354,77096,0,0,0,52666,8149,0,15729,3486,0,65583,35788,15460,0,0,,,,,rawSpend,2_699_2
2022/6/1,0,0,0,108668.947,26070.269,0,11259,76377,0,0,0,51751,8806,0,15830,3346,0,63138,35440,14665,0,0,,,,,rawSpend,2_699_2
2022/6/2,0,0,0,130671.135,22061.546,0,10360,76305,0,0,0,50642,9270,0,15297,3763,0,64833,35491,18057,0,0,,,,,rawSpend,2_699_2
2022/6/3,0,0,0,165720.529,27815.096,0,7494,79059,0,0,0,52528,9541,0,15721,4280,0,69659,36907,12815,0,0,,,,,rawSpend,2_699_2
2022/6/4,0,0,0,147681.356,30529.337,0,10562,82781,0,0,0,54875,10359,0,15546,4906,0,72666,37716,21693,0,0,,,,,rawSpend,2_699_2
2022/6/5,0,0,0,125107.011,27411.981,0,12140,86607,0,0,0,58175,9905,0,15858,5712,0,81952,40050,24275,0,0,,,,,rawSpend,2_699_2
2022/6/6,0,0,0,139517.229,36248.376,0,8083,81157,0,0,0,55813,8147,0,15216,4998,0,69607,33920,16570,0,0,,,,,rawSpend,2_699_2
2022/6/7,0,0,0,157692.146,31580.475,0,8134,80372,0,0,0,53280,7441,0,15634,3741,0,52556,25314,14630,0,0,,,,,rawSpend,2_699_2
2022/6/8,0,0,0,153913.734,32175.548,0,10978,81643,0,0,0,51837,8739,0,15004,4115,0,51994,24965,16649,0,0,,,,,rawSpend,2_699_2
2022/6/9,0,0,0,162590.074,36210.807,0,10039,81426,0,0,0,50003,10548,0,14594,4313,0,51984,25094,15932,0,0,,,,,rawSpend,2_699_2
2022/6/10,0,0,0,111920.361,27203.932,0,10615,84653,0,0,0,52194,10527,0,14379,5527,0,54128,24689,14564,0,0,,,,,rawSpend,2_699_2
2022/6/11,0,0,0,188683.06,41613.561,0,8895,86744,0,0,0,54112,10279,0,15645,5264,0,56320,21753,19980,0,0,,,,,rawSpend,2_699_2
2022/6/12,0,0,0,172672.082,38015.817,0,15426,88343,0,0,0,58191,10499,0,15664,6075,0,59241,21724,28208,0,0,,,,,rawSpend,2_699_2
2022/6/13,0,0,0,167017.052,34782.596,0,16649,73927,0,0,0,47605,8645,0,15667,4946,0,52128,20452,21265,0,0,,,,,rawSpend,2_699_2
2022/6/14,0,0,0,183975.998,42351.378,0,13109,67619,0,0,0,45880,7292,0,14687,4443,0,47877,19182,17788,0,0,,,,,rawSpend,2_699_2
2022/6/15,0,0,0,178952.115,38099.62,0,12572,56135,0,0,0,38511,6797,0,14853,4117,0,43608,19113,11211,0,0,,,,,rawSpend,2_699_2
2022/6/16,0,0,0,200695.429,59352.825,0,12657,42689,0,0,0,32591,5561,0,15254,3900,0,39481,19452,11195,0,0,,,,,rawSpend,2_699_2
2022/6/17,0,0,0,182751.373,58079.297,0,12516,44075,0,0,0,33664,5341,0,15625,4188,0,40598,19662,9411,0,0,,,,,rawSpend,2_699_2
2022/6/18,0,0,0,215802.356,68791.893,0,16835,46015,0,0,0,35344,5525,0,16463,4118,0,42602,32485,16177,0,0,,,,,rawSpend,2_699_2
2022/6/19,0,0,0,268267.008,83641.891,0,17287,46499,0,0,0,31686,9395,0,15397,5408,0,43129,28490,16595,0,0,,,,,rawSpend,2_699_2
2022/6/20,0,0,0,380826.574,123411.697,0,9851,43036,0,0,0,34065,7516,0,15357,5242,0,36561,30716,13463,0,0,,,,,rawSpend,2_699_2
2022/6/21,0,0,0,397241.325,155733.192,0,15528,38898,0,0,0,29806,4247,0,16692,2648,0,54075,38061,12476,0,0,,,,,rawSpend,2_699_2
2022/6/22,0,0,0,228536.915,102981.463,0,22216,38916,0,0,0,34024,0,0,19316,0,0,53650,33358,16614,0,0,,,,,rawSpend,2_699_2
2022/6/23,0,0,0,298158.796,97914.882,0,20672,38712,0,0,0,33800,0,0,19474,0,0,53286,29038,15242,0,0,,,,,rawSpend,2_699_2
2022/6/24,0,0,0,305805.659,93126.632,0,19323,36961,0,0,0,35187,0,0,19943,0,0,48755,30203,18909,0,0,,,,,rawSpend,2_699_2
2022/6/25,0,0,0,343802.475,104493.817,0,24595,33818,0,0,0,35955,0,0,20523,0,0,44524,31046,16150,0,0,,,,,rawSpend,2_699_2
2022/6/26,0,0,0,339626.411,112475.554,0,22930,38211,0,0,0,38232,0,0,21968,0,0,48460,32778,16554,0,0,,,,,rawSpend,2_699_2
2022/6/27,0,0,0,279616.499,104436.654,0,21079,34690,0,0,0,35741,0,0,20535,0,0,44216,30680,13111,0,0,,,,,rawSpend,2_699_2
2022/6/28,0,0,0,226422.399,92793.425,0,24611,27306,0,0,0,33877,0,0,19174,0,0,40540,28954,14820,0,0,,,,,rawSpend,2_699_2
2022/6/29,0,0,0,187183.65,87004.84,0,23124,27485,0,0,0,33554,0,0,19399,0,0,40675,28866,9122,0,0,,,,,rawSpend,2_699_2
2022/6/30,0,0,0,191653.165,90968.691,0,22121,26730,0,0,0,32948,0,0,18734,0,0,40044,26105,12923,0,0,,,,,rawSpend,2_699_2
2020/5/6,0,0,0,0,0,0,0,7387,0,0,0,0,0,0,0,0,0,4582,0,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/7,0,0,0,0,0,0,0,8203,0,0,0,0,0,0,0,0,0,4605,0,0,0,0,0,33,0,0,predictedExposure,2_699_2
2020/5/8,0,0,0,0,0,0,0,8268,0,0,0,0,0,0,0,0,0,6651,0,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/9,0,0,0,0,0,0,0,9923,0,0,0,0,0,0,0,0,0,6016,0,0,0,0,0,39,0,0,predictedExposure,2_699_2
2020/5/10,0,0,0,0,0,0,0,8983,0,0,0,0,0,0,0,0,0,6819,0,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/11,0,0,0,0,0,0,0,9167,0,0,0,0,0,0,0,0,0,4863,0,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/12,0,0,0,0,0,0,0,8511,0,0,0,0,0,0,0,0,0,6401,0,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7501,0,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/14,0,0,0,0,0,0,0,14682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/15,0,0,0,0,0,0,0,17431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/16,0,0,0,0,0,0,0,52030,0,0,0,0,0,0,0,0,0,0,20672,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/17,0,0,0,0,0,0,0,27359,0,0,0,0,0,0,0,0,0,0,5953,0,0,0,0,39,0,0,predictedExposure,2_699_2
2020/5/18,0,0,0,0,0,0,0,17503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/19,0,0,0,0,0,0,0,12827,0,0,0,0,0,0,0,0,0,0,883,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/20,0,0,0,0,0,0,0,13720,0,0,0,0,0,0,0,0,0,0,3823,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/21,0,0,0,0,0,0,0,6457,0,0,0,0,0,0,0,0,0,0,2039,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/22,0,0,0,0,0,0,0,16258,0,0,0,0,0,0,0,0,0,0,4637,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/23,0,0,0,0,0,0,0,16297,0,0,0,0,0,0,0,0,0,0,4619,0,0,0,0,39,0,0,predictedExposure,2_699_2
2020/5/24,0,0,0,0,0,0,0,13812,0,0,0,0,0,0,0,0,0,0,4021,0,0,0,0,39,0,1,predictedExposure,2_699_2
2020/5/25,0,0,0,0,0,0,0,13943,0,0,0,0,0,0,0,0,0,0,4020,0,0,0,0,39,0,0,predictedExposure,2_699_2
2020/5/26,0,0,0,0,0,0,0,14183,0,0,0,0,0,0,0,0,0,0,4009,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/27,0,0,0,0,0,0,0,13879,0,0,0,0,0,0,0,0,0,0,4028,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/28,0,0,0,0,0,0,0,13929,0,0,0,0,0,0,0,0,0,0,3922,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/29,0,0,0,0,0,0,0,13495,0,0,0,0,0,0,0,0,0,0,3884,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/30,0,0,0,0,0,0,0,7360,0,0,0,0,0,0,0,0,0,1042,2306,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/5/31,0,0,0,0,0,0,0,13813,0,0,0,0,0,0,0,0,0,4899,4010,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/1,0,0,0,0,0,0,0,13962,0,0,0,0,0,0,0,0,0,4950,4002,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/2,0,0,0,0,0,0,0,13878,0,0,0,0,0,0,0,0,0,4871,4006,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/3,0,0,0,0,0,0,0,14263,0,0,0,0,0,0,0,0,0,4955,3912,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/4,0,0,0,0,0,0,0,13892,0,0,0,0,0,0,0,0,0,5044,4030,0,0,0,0,39,0,1,predictedExposure,2_699_2
2020/6/5,0,0,0,0,0,0,0,14200,0,0,0,0,0,0,0,0,0,5057,4029,0,0,0,0,39,0,0,predictedExposure,2_699_2
2020/6/6,0,0,0,0,0,0,0,12778,0,0,0,0,0,0,0,0,0,4998,4011,0,0,0,0,0,0,1,predictedExposure,2_699_2
2020/6/7,0,0,0,0,0,0,0,7059,0,0,0,0,0,0,0,0,0,4958,4017,0,0,0,0,39,0,0,predictedExposure,2_699_2
2020/6/8,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,481,542,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/10,0,0,0,0,0,0,0,16078,0,0,0,0,0,0,0,0,0,5747,4607,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/11,0,0,0,0,0,0,0,14527,0,0,0,0,0,0,0,0,0,5982,4251,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/12,0,0,0,0,0,0,0,7692,0,0,0,0,0,0,0,0,0,7443,9875,0,0,0,0,78,0,0,predictedExposure,2_699_2
2020/6/13,0,0,0,0,0,0,0,7940,0,0,0,0,0,0,0,0,0,7633,18434,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/14,0,0,0,0,0,0,0,7070,0,0,0,0,0,0,0,0,0,6966,16064,0,0,0,0,39,0,0,predictedExposure,2_699_2
2020/6/15,0,0,0,0,0,0,0,5772,0,0,0,0,0,0,0,0,0,4920,5340,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/16,0,0,0,0,0,0,0,10666,0,0,0,0,0,0,0,0,0,7436,0,0,0,0,0,0,0,1,predictedExposure,2_699_2
2020/6/17,0,0,0,0,0,0,0,13357,0,0,0,0,0,0,0,0,0,4285,0,0,0,0,0,39,0,0,predictedExposure,2_699_2
2020/6/18,0,0,0,0,0,0,0,13673,0,0,0,0,0,0,0,0,0,3971,0,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/19,0,0,0,0,0,0,0,13524,0,0,0,0,0,0,0,0,0,3934,0,0,0,0,0,0,0,1,predictedExposure,2_699_2
2020/6/20,0,0,0,0,0,0,0,12096,0,0,0,0,0,0,0,0,0,3857,0,0,0,0,0,39,0,0,predictedExposure,2_699_2
2020/6/21,0,0,0,0,0,0,0,12985,0,0,0,0,0,0,0,0,0,3426,0,0,0,0,0,78,0,0,predictedExposure,2_699_2
2020/6/22,0,0,0,0,0,0,0,11786,0,0,0,0,0,0,0,0,0,3392,0,0,0,0,0,39,0,0,predictedExposure,2_699_2
2020/6/23,0,0,0,0,0,0,0,9942,0,0,0,0,0,0,0,0,0,5027,8837,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/24,0,0,0,0,0,0,0,15580,0,0,0,0,0,0,0,0,0,6546,5626,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/25,0,0,0,0,0,0,0,18506,0,0,0,0,0,0,0,0,0,6560,5782,0,0,0,0,0,0,1,predictedExposure,2_699_2
2020/6/26,0,0,0,0,0,0,0,20607,0,0,0,0,0,0,0,0,0,6477,6269,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/27,0,0,0,0,0,0,0,18069,0,0,0,0,0,0,0,0,0,6875,6652,0,0,0,0,0,0,0,predictedExposure,2_699_2
2020/6/28,0,0,0,0,0,0,0,18776,0,0,0,0,0,0,0,0,0,7154,9013,0,0,0,0,0,0,1,predictedExposure,2_699_2
