ds,boolean_value_S_1,Influencer_big_fix_S,Influencer_small_fix_S,Yahoo_S,Yahoo_other_S,Twitter_S,Google_other_S,FB_undefined_S,FB_u25_S,FB_28_similar_S,FB_30_broad_S,FB_30_similar_S,FB_30_retarg_S,FB_40_broad_S,FB_40_similar_S,FB_40_retarg_S,FB_50_S,FB_male_other_S,FB_female_other_S,Google_listing_S,Google_Proslisting_S,Google_undefined_S,PR_I,Google_trends_1,Referral_P_1,Twitter_scrolling_increment_1,type,solID
2021/9/4,0,0,0,0,0,0,20926,80908,0,0,6539,37894,1865,6673,18603,2899,0,58938,119507,0,7039,0,,,,,rawSpend,2_699_2
2021/9/5,0,0,0,0,0,0,28773,82404,0,0,6922,39017,1971,7643,21231,2957,0,66113,125395,0,6647,0,,,,,rawSpend,2_699_2
2021/9/6,0,0,0,0,0,0,25461,78576,0,0,6524,34436,1929,8281,19822,2806,0,60378,114596,0,9846,0,,,,,rawSpend,2_699_2
2021/9/7,0,0,0,0,0,0,25468,88156,0,0,9312,44236,1930,9997,25135,2977,0,68486,115645,0,10540,0,,,,,rawSpend,2_699_2
2021/9/8,0,0,0,0,0,0,35765,86074,0,0,9993,43175,1949,9977,23933,2949,0,78708,113039,0,9762,0,,,,,rawSpend,2_699_2
2021/9/9,0,0,0,0,0,0,46061,88626,0,0,9122,46114,1898,9962,24999,2891,0,80503,123902,0,9130,0,,,,,rawSpend,2_699_2
2021/9/10,0,0,0,0,0,0,55808,86774,0,0,9872,45224,1936,9960,24830,2905,0,80165,129959,0,13788,0,,,,,rawSpend,2_699_2
2021/9/11,0,0,0,0,0,0,62319,88018,0,0,10000,44563,1952,9983,25168,2914,0,75072,127964,0,13719,0,,,,,rawSpend,2_699_2
2021/9/12,0,0,0,0,0,0,58762,88170,0,0,9978,45418,1897,9900,25294,2972,0,73622,130612,0,8124,0,,,,,rawSpend,2_699_2
2021/9/13,0,0,0,0,0,0,33464,87815,0,0,7985,36809,1977,7998,21450,2972,0,69131,124065,0,11483,0,,,,,rawSpend,2_699_2
2021/9/14,0,0,0,0,0,0,36906,87651,0,0,7975,35084,1971,7946,17880,2936,0,65531,134362,0,10531,0,,,,,rawSpend,2_699_2
2021/9/15,0,0,0,0,0,0,38282,87523,0,0,7853,30810,1997,5997,15808,2907,0,61119,135157,0,10176,0,,,,,rawSpend,2_699_2
2021/9/16,0,0,0,0,0,0,41915,87739,0,0,7669,24892,1993,5959,12803,2898,0,57856,138458,0,8263,0,,,,,rawSpend,2_699_2
2021/9/17,0,0,0,0,0,0,39875,92511,0,0,5943,24687,1998,4982,14162,2826,0,55973,131956,0,3026,0,,,,,rawSpend,2_699_2
2021/9/18,0,0,0,0,0,0,53773,96979,0,0,5673,30260,1980,4813,18241,2977,0,45587,125545,0,3067,0,,,,,rawSpend,2_699_2
2021/9/19,0,0,0,0,0,0,43986,97258,0,0,5979,31722,1956,4969,18898,2935,0,46309,128012,0,3254,0,,,,,rawSpend,2_699_2
2021/9/20,0,0,0,0,0,0,45317,96662,0,0,4987,30369,2000,4000,18479,2977,0,42691,123915,0,2397,0,,,,,rawSpend,2_699_2
2021/9/21,0,0,0,0,0,0,45180,96998,0,0,5000,26326,2000,4000,15878,2971,0,35896,110270,0,3942,0,,,,,rawSpend,2_699_2
2021/9/22,0,0,0,0,0,0,50760,91956,0,0,5000,24011,1985,3000,14344,3000,0,27944,92905,0,3140,0,,,,,rawSpend,2_699_2
2021/9/23,0,0,0,0,0,0,55614,86308,0,0,4984,21827,1967,2955,9631,2834,0,22876,85934,0,1460,0,,,,,rawSpend,2_699_2
2021/9/24,0,0,0,0,0,0,52364,89457,0,0,5000,19975,2000,1745,3870,2996,0,22948,82243,0,3109,0,,,,,rawSpend,2_699_2
2021/9/25,0,0,0,0,0,0,54854,88505,0,0,4499,20096,1969,0,3922,3000,0,20073,82346,0,1200,0,,,,,rawSpend,2_699_2
2021/9/26,0,0,0,0,0,0,63599,91327,0,0,5000,21033,1993,0,4030,2993,0,20990,90623,0,1308,0,,,,,rawSpend,2_699_2
2021/9/27,0,0,0,0,0,0,49909,90427,0,0,5000,21121,1987,0,4021,3000,0,20840,74179,0,1093,0,,,,,rawSpend,2_699_2
2021/9/28,0,0,0,0,0,0,49684,89245,0,0,4991,20257,1951,0,3974,2995,0,20948,75720,0,11185,0,,,,,rawSpend,2_699_2
2021/9/29,0,0,0,0,0,0,48749,61622,0,0,5000,10048,1975,0,3665,2937,0,19917,81699,0,20582,0,,,,,rawSpend,2_699_2
2021/9/30,0,0,0,0,0,0,46856,45876,0,0,3999,9898,1867,0,2966,1954,0,18695,86594,0,19995,0,,,,,rawSpend,2_699_2
2021/10/1,0,0,0,0,0,0,48769,42731,0,0,3994,9069,1963,0,2946,0,0,17835,82205,0,14639,0,,,,,rawSpend,2_699_2
2021/10/2,0,0,0,0,0,0,53843,34380,0,0,3000,6728,1870,0,2954,0,0,15572,79217,0,12489,0,,,,,rawSpend,2_699_2
2021/10/3,0,0,0,0,0,0,59155,35144,0,0,2997,7140,1948,0,3028,0,0,16020,82263,0,15445,0,,,,,rawSpend,2_699_2
2021/10/4,0,0,0,0,0,0,57828,30761,0,0,3000,7116,1981,0,2901,0,0,16029,79227,0,8032,0,,,,,rawSpend,2_699_2
2021/10/5,0,0,0,0,0,0,60963,31810,0,0,3000,7068,1935,0,3060,0,0,16099,78913,0,9906,0,,,,,rawSpend,2_699_2
2021/10/6,0,0,0,0,0,0,50865,31723,0,0,3000,6980,2121,0,3068,0,0,21721,85787,0,9077,0,,,,,rawSpend,2_699_2
2021/10/7,0,0,0,0,0,0,47368,31981,0,0,3000,7912,2888,0,3090,0,0,21820,82589,0,9559,0,,,,,rawSpend,2_699_2
2021/10/8,0,0,0,0,0,0,49000,32975,0,0,3120,8198,2956,1699,3862,0,0,21843,73679,0,8765,0,,,,,rawSpend,2_699_2
2021/10/9,0,0,0,0,0,0,52894,69280,0,0,2825,15489,2954,2858,11855,0,0,23721,79250,0,10097,0,,,,,rawSpend,2_699_2
2021/10/10,0,0,0,0,0,0,47356,68729,0,0,3000,15043,2992,3000,12002,0,0,27826,88524,0,9509,0,,,,,rawSpend,2_699_2
2021/10/11,0,0,0,0,0,0,51507,47945,0,0,3000,9923,2983,2998,8005,0,0,31173,78772,0,10117,0,,,,,rawSpend,2_699_2
2021/10/12,0,0,0,0,0,0,55727,39796,0,0,3000,9353,2995,2999,8006,0,0,38255,85213,0,10185,0,,,,,rawSpend,2_699_2
2021/10/13,0,0,0,0,0,0,53007,40325,0,0,3000,8980,2955,3000,8014,0,0,33536,85783,0,10618,0,,,,,rawSpend,2_699_2
2021/10/14,0,0,0,0,0,0,51326,45054,0,0,2779,8992,2974,3626,9133,2968,0,49785,83359,0,10462,0,,,,,rawSpend,2_699_2
2021/10/15,0,0,0,0,0,0,37728,42721,0,0,2721,7136,2839,5871,8954,3232,0,66124,83667,0,3164,0,,,,,rawSpend,2_699_2
2021/10/16,0,0,0,0,0,0,46528,48725,0,0,2932,4780,2918,7877,9726,3978,0,100970,105638,0,3096,0,,,,,rawSpend,2_699_2
2021/10/17,0,0,0,0,0,0,42933,49028,0,0,2992,4990,2939,8000,9965,3890,0,102957,108009,0,3607,0,,,,,rawSpend,2_699_2
2021/10/18,0,0,0,0,0,0,32984,49705,0,0,2998,5050,2980,7011,9898,3992,0,100812,116456,0,3386,0,,,,,rawSpend,2_699_2
2021/10/19,0,0,0,0,0,0,36561,50366,0,0,3000,5027,2965,8000,10069,3943,0,89636,130975,0,3268,0,,,,,rawSpend,2_699_2
2021/10/20,0,0,0,0,0,0,36879,50424,0,0,2988,4978,2980,8000,9955,3967,0,87894,131949,0,2536,0,,,,,rawSpend,2_699_2
2021/10/21,0,0,0,0,0,0,38307,36946,0,0,2194,7059,2929,4761,6501,6220,0,85441,143383,0,2601,0,,,,,rawSpend,2_699_2
2021/10/22,0,0,0,0,0,0,37121,34334,0,0,3952,7098,2988,4931,5028,6845,0,85158,136413,0,2522,0,,,,,rawSpend,2_699_2
2021/10/23,0,0,0,0,0,0,40587,27579,0,0,3776,6906,2868,4847,4635,6512,0,83041,130603,0,3706,0,,,,,rawSpend,2_699_2
2021/10/24,0,0,0,0,0,0,40130,25138,0,0,3981,7094,2954,4980,5070,6837,0,80674,129867,0,3699,0,,,,,rawSpend,2_699_2
2021/10/25,0,0,0,0,0,0,37268,24802,0,0,3789,7719,2977,5625,5076,6107,0,74532,127772,0,4998,0,,,,,rawSpend,2_699_2
2021/10/26,0,0,0,0,0,0,35143,24731,0,0,3976,13005,2953,7998,4914,7787,0,74065,118061,0,5016,0,,,,,rawSpend,2_699_2
2021/10/27,0,0,0,0,0,0,36258,24999,0,0,3941,12910,2926,7996,5056,7867,0,75029,117708,0,5028,0,,,,,rawSpend,2_699_2
2021/10/28,0,0,0,0,0,0,39432,25093,0,0,3966,13035,2985,7998,5012,7909,0,68920,117264,0,5913,0,,,,,rawSpend,2_699_2
2021/10/29,0,0,0,0,0,0,30373,24663,0,0,3967,12777,2956,7975,4989,7702,0,63929,114633,0,5443,0,,,,,rawSpend,2_699_2
2021/10/30,0,0,0,0,0,0,22957,24838,0,0,4000,12771,2981,7769,4883,7759,0,59798,133976,0,11171,0,,,,,rawSpend,2_699_2
2021/10/31,0,0,0,0,0,0,17462,29238,0,0,4000,13103,2974,8000,5060,7931,0,63199,143787,0,8826,0,,,,,rawSpend,2_699_2
2021/11/1,0,0,0,0,0,0,29848,28282,0,0,4605,13421,4066,7373,4946,6307,0,63070,133424,0,20134,0,,,,,rawSpend,2_699_2
2021/11/2,0,0,0,0,0,0,33047,28724,0,0,4960,15932,4971,10000,4991,6723,0,61481,156674,0,20177,0,,,,,rawSpend,2_699_2
2021/11/3,0,0,0,0,0,0,35083,28884,0,0,5000,15954,5000,4000,4108,3000,0,54117,156447,0,20022,0,,,,,rawSpend,2_699_2
2021/11/4,0,0,0,0,0,0,26344,27978,0,0,6324,15200,5565,3760,3895,2718,0,66558,152099,0,10131,0,,,,,rawSpend,2_699_2
2021/11/5,0,0,0,0,0,0,20434,27946,0,0,8413,20722,5800,3813,3883,2742,0,73390,149139,0,9882,0,,,,,rawSpend,2_699_2
2021/11/6,0,0,0,0,0,0,21409,27094,0,0,10710,25969,6953,4000,3806,3801,0,74266,147708,0,10283,0,,,,,rawSpend,2_699_2
2021/11/7,0,0,0,0,0,0,23652,25121,0,0,13929,33390,10841,3988,4135,3967,0,84657,151496,0,10044,0,,,,,rawSpend,2_699_2
2021/11/8,0,0,0,0,0,0,35210,31988,0,0,11992,32853,8593,4978,7259,3917,0,78153,151980,0,10166,0,,,,,rawSpend,2_699_2
2021/11/9,0,0,0,0,0,0,39442,51469,0,0,9000,23174,7000,7000,15630,4000,0,67411,150394,0,10059,0,,,,,rawSpend,2_699_2
2021/11/10,0,0,0,0,0,0,46877,51111,0,0,7000,14508,6000,6972,11830,4000,0,62390,132193,0,12967,0,,,,,rawSpend,2_699_2
2021/11/11,0,0,0,0,0,0,37425,52303,0,0,6962,11916,5923,6963,10804,3952,0,59154,108213,0,12801,0,,,,,rawSpend,2_699_2
2021/11/12,0,0,0,0,0,0,27721,50907,0,0,6954,5866,5966,6969,8617,3890,0,46638,96334,0,7514,0,,,,,rawSpend,2_699_2
2021/11/13,0,0,0,0,0,0,23075,50610,0,0,4098,13914,5990,5906,7674,3970,0,50924,95173,0,6181,0,,,,,rawSpend,2_699_2
2021/11/14,0,0,0,0,0,0,29168,51921,0,0,6852,12079,5834,5941,5890,3994,0,48016,98949,0,10059,0,,,,,rawSpend,2_699_2
2021/11/15,0,0,0,0,0,0,38522,51864,0,0,6833,12101,5965,5998,6088,3835,0,48282,99074,0,12743,0,,,,,rawSpend,2_699_2
2021/11/16,0,0,0,0,0,0,37125,52134,0,0,6510,12148,5945,6000,6121,4000,0,48196,97430,0,13012,0,,,,,rawSpend,2_699_2
2021/11/17,0,0,0,0,0,0,35946,52118,0,0,6913,12038,6000,6000,6032,4000,0,48135,93090,0,12222,0,,,,,rawSpend,2_699_2
2021/11/18,0,0,0,0,0,0,35590,51267,0,0,6056,10773,7000,4967,5399,3000,0,40029,89927,0,12093,0,,,,,rawSpend,2_699_2
2021/11/19,0,0,0,0,0,0,24701,52696,0,0,7895,13863,7000,4740,4957,3000,0,34053,94140,0,5725,0,,,,,rawSpend,2_699_2
2021/11/20,0,0,0,0,0,0,24813,54817,0,0,7417,14133,6987,5000,4844,3000,0,29332,93741,0,29656,0,,,,,rawSpend,2_699_2
2021/11/21,0,0,0,0,0,0,18890,57304,0,0,14039,24200,7000,5000,5037,3000,0,30082,96470,0,30045,0,,,,,rawSpend,2_699_2
2021/11/22,0,0,0,0,0,0,27906,54981,0,0,13989,24269,7000,5000,4899,3000,0,31295,94768,730,30796,0,,,,,rawSpend,2_699_2
2021/11/23,0,0,0,0,0,0,20249,55324,0,0,14737,24169,6913,5000,4916,3000,0,40316,95660,15306,47404,0,,,,,rawSpend,2_699_2
2021/11/24,0,0,0,0,0,0,20343,55290,0,0,15000,24019,7000,5000,4594,3000,0,49670,79020,10638,37091,0,,,,,rawSpend,2_699_2
2021/11/25,0,0,0,0,0,0,23146,56807,0,0,12197,23922,7000,4757,3996,3000,0,57436,65867,7112,39786,0,,,,,rawSpend,2_699_2
2021/11/26,0,0,0,0,0,0,19806,82632,0,0,11046,23954,7000,5000,8421,3000,0,67540,56249,8364,30997,0,,,,,rawSpend,2_699_2
2021/11/27,0,0,0,0,0,0,10682,83705,0,0,12137,23467,7000,4913,9049,3000,0,74270,48832,12186,17590,0,,,,,rawSpend,2_699_2
2021/11/28,0,0,0,0,0,0,0,91581,0,0,13232,24231,7000,5000,10077,3000,0,77546,43011,14063,20795,0,,,,,rawSpend,2_699_2
2021/11/29,0,0,0,0,0,0,0,91165,0,0,13412,24302,7000,5000,10076,2982,0,77630,40111,7859,10010,8715,,,,,rawSpend,2_699_2
2021/11/30,0,0,0,0,0,0,0,89281,0,0,13503,24116,7000,5000,10063,3000,0,79566,38639,5902,9775,9717,,,,,rawSpend,2_699_2
2021/12/1,0,0,0,0,0,0,0,113465,0,0,9052,26166,7000,4787,12000,3000,0,80731,37052,7878,11895,5851,,,,,rawSpend,2_699_2
2021/12/2,0,0,0,0,0,0,11022,139294,0,0,15083,34303,6987,6000,15968,2953,0,86632,36892,6541,6355,9433,,,,,rawSpend,2_699_2
2021/12/3,13181.71429,0,0,0,0,0,52689,174123,0,0,40181,60861,6774,5997,18430,2204,0,109317,36797,9942,0,10241,,,,,rawSpend,2_699_2
2021/12/4,13181.71429,0,0,0,0,0,23416,186144,0,0,33338,61559,6990,6856,19098,2994,0,116079,36242,11208,0,17080,,,,,rawSpend,2_699_2
2021/12/5,13181.71429,0,0,0,0,0,14106,223955,0,0,50533,79922,6840,6999,23683,2974,0,120962,37174,18577,0,8484,,,,,rawSpend,2_699_2
2021/12/6,13181.71429,0,0,0,0,0,14491,226125,0,0,51525,80403,6959,7000,24134,2986,0,120973,37197,7897,0,12512,,,,,rawSpend,2_699_2
2021/12/7,13181.71429,0,0,0,0,0,7747,221771,0,0,54310,79616,6958,7000,24373,2983,0,121234,37129,8916,0,7345,,,,,rawSpend,2_699_2
2021/12/8,13181.71429,0,0,0,0,0,4195,184325,0,0,51436,78434,6997,6998,24008,2998,0,120416,37174,8657,0,8364,,,,,rawSpend,2_699_2
2021/12/9,13181.71429,37475.34517,0,0,0,0,2550,183499,0,0,51862,79246,6971,6994,23995,2957,0,120451,36996,12899,0,11310,,,,,rawSpend,2_699_2
2021/12/10,16327.2,34516.76529,0,0,0,0,0,181838,0,0,49707,77031,6894,7000,23407,2921,0,112010,36835,4378,0,22561,,,,,rawSpend,2_699_2
2021/12/11,16327.2,295022.6244,0,0,0,0,5950,183848,0,0,58511,78348,7000,6993,24400,2967,0,112896,36385,20271,0,15233,,,,,rawSpend,2_699_2
2021/12/12,16327.2,657481.2851,0,0,0,0,5219,183904,0,0,57079,79918,6943,6976,24029,2980,0,122297,37245,12855,0,1204,,,,,rawSpend,2_699_2
2021/12/13,16327.2,180118.1968,0,0,0,0,12163,184649,0,0,57248,80074,6976,6996,24051,2954,0,120472,37268,12053,0,1011,,,,,rawSpend,2_699_2
2021/12/14,16327.2,169640.8371,0,0,0,0,40365,183635,0,0,57551,79776,6991,6928,24159,3000,0,121181,31700,8518,0,1701,,,,,rawSpend,2_699_2
2021/12/15,16327.2,112217.1946,0,0,0,0,19770,184503,0,0,56783,79467,7000,7000,24205,3000,0,120173,27122,12135,0,1145,,,,,rawSpend,2_699_2
2021/12/16,16327.2,57918.55204,0,0,0,0,12750,183925,0,0,56594,79186,7000,7000,24081,3000,0,119864,34166,10016,0,407,,,,,rawSpend,2_699_2
2021/12/17,16327.2,38009.04977,0,0,0,0,56950,170181,0,0,44164,78146,6903,7000,24081,3000,0,115307,34907,9489,0,1308,,,,,rawSpend,2_699_2
2021/12/18,16327.2,28959.27602,0,0,0,0,103700,154442,0,0,32715,76433,7000,7000,23394,3000,0,110134,34895,12786,0,1036,,,,,rawSpend,2_699_2
2021/12/19,16327.2,54349.54751,0,0,0,0,14450,157889,0,0,33000,79343,7000,7000,23458,3000,0,113937,35926,18662,0,1729,,,,,rawSpend,2_699_2
2021/12/20,0,24479.63801,0,0,0,0,2550,158138,0,0,32932,80091,7000,7000,24249,3000,0,113416,36106,14746,0,2167,,,,,rawSpend,2_699_2
2021/12/21,0,22969.45701,0,0,0,0,0,157656,0,0,33000,79594,7000,7000,24328,3000,0,113656,36161,9910,0,3724,,,,,rawSpend,2_699_2
2021/12/22,0,22969.45701,0,0,0,0,0,134809,0,0,26000,73601,6000,6000,22576,3000,0,113949,35959,10541,0,474,,,,,rawSpend,2_699_2
2021/12/23,0,15729.63801,0,0,0,0,0,125003,0,0,26000,67053,5543,6000,19629,2898,0,107061,35643,8820,0,515,,,,,rawSpend,2_699_2
2021/12/24,0,7239.819005,0,0,0,0,0,125713,0,0,26000,67335,5145,6000,20055,2824,0,102360,34662,8696,0,542,,,,,rawSpend,2_699_2
2021/12/25,0,25339.36652,0,0,0,0,0,123681,0,0,26000,67226,5025,6000,19628,2811,0,102514,35166,10771,0,1718,,,,,rawSpend,2_699_2
2021/12/26,0,10859.72851,0,0,0,0,0,126753,0,0,26000,68427,5400,6000,20168,2745,0,104853,35856,8570,0,760,,,,,rawSpend,2_699_2
2021/12/27,0,9049.773756,0,0,0,0,0,124637,0,0,26000,66396,5034,6000,20048,3000,0,103558,35028,9046,0,971,,,,,rawSpend,2_699_2
2021/12/28,0,14479.63801,0,0,0,0,0,126565,0,0,26000,69166,5553,6000,20191,2889,0,104814,35855,8533,0,2671,,,,,rawSpend,2_699_2
2021/12/29,0,5429.864253,0,0,0,0,0,126505,0,0,26000,68398,5357,6000,19753,2865,0,104381,36019,7187,0,1923,,,,,rawSpend,2_699_2
2021/12/30,0,10859.72851,0,0,0,0,0,126028,0,0,26000,67515,5322,6000,20276,2937,0,103929,35727,3423,0,2938,,,,,rawSpend,2_699_2
2021/12/31,0,5429.864253,0,0,0,0,0,126102,0,0,26000,68568,5096,6000,19990,2803,0,104197,35248,4060,0,1402,,,,,rawSpend,2_699_2
2022/1/1,0,10859.72851,0,0,0,0,0,124147,0,0,26000,67530,5445,6000,19574,2817,0,102268,35603,5443,0,1621,,,,,rawSpend,2_699_2
2022/1/2,0,5429.864253,0,0,0,0,0,126666,0,0,26000,68610,5495,6000,20205,2783,0,105268,39140,5559,0,1434,,,,,rawSpend,2_699_2
2022/1/3,0,7239.819005,0,0,0,0,0,126196,0,0,26000,67595,5595,6000,19756,2816,0,103907,39087,3595,0,1247,,,,,rawSpend,2_699_2
2022/1/4,0,12669.68326,0,0,0,0,0,125638,0,0,26000,66808,5507,6000,20165,2861,0,104539,37157,3880,0,803,,,,,rawSpend,2_699_2
2022/1/5,0,3619.909502,0,0,0,0,0,116236,0,0,25000,62277,5256,6000,18204,2924,0,103786,42591,3978,0,476,,,,,rawSpend,2_699_2
2022/1/6,0,5429.864253,0,0,0,0,0,94797,0,0,20000,55678,5349,5000,15089,2676,0,103402,50219,2977,0,51,,,,,rawSpend,2_699_2
2022/1/7,0,7239.819005,0,0,0,0,0,83786,0,0,20000,56677,4961,5000,14908,2943,0,103430,49703,3662,0,0,,,,,rawSpend,2_699_2
2022/1/8,0,14479.63801,0,0,0,0,0,85015,0,0,20000,57330,5464,5000,14603,2760,0,103668,49192,10776,0,1583,,,,,rawSpend,2_699_2
2022/1/9,0,9049.773756,0,0,0,0,0,86127,0,0,20000,57482,5583,5000,15082,2843,0,104867,50924,4454,0,1310,,,,,rawSpend,2_699_2
2022/1/10,0,5429.864253,0,0,0,0,0,86055,0,0,20000,55878,5735,5000,15070,2800,0,101265,51429,4410,0,0,,,,,rawSpend,2_699_2
2022/1/11,0,0,0,0,0,0,0,85665,0,0,20000,56059,5693,5000,14925,2730,0,93534,56902,3775,0,138,,,,,rawSpend,2_699_2
2022/1/12,0,0,0,0,0,0,10199,86365,0,0,20000,56944,5044,5000,14854,2851,0,93690,93162,6608,0,0,,,,,rawSpend,2_699_2
2022/1/13,0,0,0,0,0,0,52371,79262,0,0,20000,58512,5161,5000,15234,2898,0,97752,92753,5254,0,150,,,,,rawSpend,2_699_2
2022/1/14,0,0,0,0,0,0,29986,77605,0,0,0,9604,0,5000,15154,2577,0,102306,91478,5688,0,139,,,,,rawSpend,2_699_2
2022/1/15,0,0,0,0,0,0,30460,77629,0,0,0,9865,0,5000,14681,2635,0,104124,90763,5019,0,0,,,,,rawSpend,2_699_2
2022/1/16,0,0,0,0,0,0,29899,78007,0,0,0,1828,0,5000,14879,2828,0,105581,93763,4968,0,0,,,,,rawSpend,2_699_2
2022/1/17,0,0,0,0,0,0,25477,77756,0,0,0,1908,0,5000,15243,2909,0,101039,93889,4363,0,0,,,,,rawSpend,2_699_2
2022/1/18,0,0,0,0,0,0,18601,79016,0,0,0,8840,0,5000,11552,2917,0,52315,85893,6350,0,179,,,,,rawSpend,2_699_2
2022/1/19,0,0,0,0,0,0,17984,78068,0,0,0,9908,0,5000,15753,2892,0,61604,94585,3234,0,0,,,,,rawSpend,2_699_2
2022/1/20,0,0,0,0,0,0,12974,78291,0,0,0,4165,0,4998,15862,2845,0,58966,94626,2590,0,0,,,,,rawSpend,2_699_2
2022/1/21,0,0,0,0,0,0,12078,70156,0,0,0,17351,0,4998,15699,2901,0,57623,94535,2364,0,0,,,,,rawSpend,2_699_2
2022/1/22,0,0,0,0,0,0,19367,54648,0,0,0,31739,0,5000,10901,2813,0,56919,92128,2779,0,0,,,,,rawSpend,2_699_2
2022/1/23,0,0,0,0,0,0,19535,56938,0,0,0,29194,0,4999,11268,2883,0,58350,93644,2948,0,0,,,,,rawSpend,2_699_2
2022/1/24,0,0,0,0,0,0,23048,57274,0,0,0,40473,0,5000,11315,2782,0,58077,99977,2799,0,3,,,,,rawSpend,2_699_2
2022/1/25,0,0,0,0,0,0,20687,57866,0,0,0,47483,0,5000,11063,2758,0,60372,99067,1089,0,0,,,,,rawSpend,2_699_2
2022/1/26,0,0,0,0,0,0,28029,55891,0,0,0,25513,0,5000,10426,2950,0,72114,95232,875,0,0,,,,,rawSpend,2_699_2
2022/1/27,0,0,0,0,0,0,20471,57853,0,0,0,27546,0,4000,11101,2726,0,76131,99654,925,0,0,,,,,rawSpend,2_699_2
2022/1/28,0,0,0,0,0,0,17188,57069,0,0,0,27075,0,4000,11055,2790,0,74749,99028,794,0,0,,,,,rawSpend,2_699_2
2022/1/29,0,0,0,0,0,3000,22220,57462,0,0,0,26574,0,4000,10772,2758,0,73292,97760,720,0,0,,,,,rawSpend,2_699_2
2022/1/30,0,0,0,0,0,3000,22061,57337,0,0,0,27401,0,4000,11073,2854,0,72325,98779,2104,0,0,,,,,rawSpend,2_699_2
2022/1/31,0,0,0,0,0,3000,17025,58402,0,0,0,27768,0,4000,11168,2952,0,67936,98819,1483,0,0,,,,,rawSpend,2_699_2
2022/2/1,0,0,0,0,0,3000,12806,57191,0,0,0,27211,0,4000,11002,2892,0,70562,98591,1685,0,0,,,,,rawSpend,2_699_2
2022/2/2,0,0,0,0,0,3000,9021,52585,0,0,0,26802,0,3998,10912,2882,0,70455,98628,3806,0,0,,,,,rawSpend,2_699_2
2022/2/3,0,0,0,0,0,3000,8506,51776,0,0,0,26955,0,3999,10963,2994,0,65802,98054,1678,0,445,,,,,rawSpend,2_699_2
2022/2/4,0,0,0,0,0,3000,8411,54342,0,0,0,26865,0,4000,10985,2592,0,62642,97320,3304,0,0,,,,,rawSpend,2_699_2
2022/2/5,0,0,0,0,0,3000,9141,48441,0,0,0,25998,0,3999,10897,2657,0,58149,94489,2248,0,0,,,,,rawSpend,2_699_2
2022/2/6,0,0,0,0,0,3000,6938,45636,0,0,0,27501,0,4000,11038,2708,0,52551,93750,1557,0,0,,,,,rawSpend,2_699_2
2022/2/7,0,0,0,0,0,1176.887921,4782,45622,0,0,0,19848,0,4000,11127,2790,0,52689,93688,1785,0,0,,,,,rawSpend,2_699_2
2022/2/8,0,0,0,0,0,0,6553,45432,0,0,0,34690,0,3998,10905,2786,0,52093,93559,1886,0,21,,,,,rawSpend,2_699_2
2022/2/9,0,0,0,0,0,0,3907,45055,0,0,0,33157,0,3999,10998,2900,0,47497,100614,2791,0,0,,,,,rawSpend,2_699_2
2022/2/10,0,0,0,0,0,0,5001,45306,0,0,0,33771,0,3413,9181,2454,0,47172,99942,2484,0,0,,,,,rawSpend,2_699_2
2022/2/11,0,0,0,0,0,0,5237,45746,0,0,0,33943,0,0,13040,0,0,56496,95806,1676,0,140,,,,,rawSpend,2_699_2
2022/2/12,0,0,0,0,0,0,6856,45441,0,0,0,32900,0,0,12906,0,0,55502,90380,3259,0,0,,,,,rawSpend,2_699_2
2022/2/13,0,0,0,0,0,0,6989,45928,0,0,0,33532,0,0,11250,0,0,52976,94811,2101,0,0,,,,,rawSpend,2_699_2
2022/2/14,0,0,0,0,0,0,4683,28602,0,0,0,34125,0,0,12153,0,0,54665,99124,783,0,0,,,,,rawSpend,2_699_2
2022/2/15,0,0,0,0,0,0,4347,0,0,0,0,36402,0,0,13007,0,0,57364,96399,58,0,0,,,,,rawSpend,2_699_2
2022/2/16,0,0,0,0,0,0,3972,0,0,0,0,36118,0,0,13158,0,0,57012,96273,332,0,0,,,,,rawSpend,2_699_2
2022/2/17,0,0,0,0,0,0,3335,0,0,0,0,35880,0,0,12714,0,0,56688,98343,538,0,0,,,,,rawSpend,2_699_2
2022/2/18,0,0,0,0,0,0,2970,0,0,0,0,35952,0,0,12842,0,0,56380,103329,263,0,0,,,,,rawSpend,2_699_2
2022/2/19,0,0,0,0,0,0,3541,0,0,0,0,34115,0,0,11962,0,0,56150,100952,758,0,0,,,,,rawSpend,2_699_2
2022/2/20,0,0,0,0,0,0,4485,0,0,0,0,36498,0,0,13206,0,0,57528,68728,211,0,0,,,,,rawSpend,2_699_2
2022/2/21,0,0,0,0,0,0,4389,57389,0,0,0,36303,0,0,13510,0,0,56428,58881,297,0,0,,,,,rawSpend,2_699_2
2022/2/22,0,0,0,0,0,0,3425,57512,0,0,0,42334,0,0,13002,0,0,56881,59195,1088,0,0,,,,,rawSpend,2_699_2
2022/2/23,0,0,0,0,0,0,3359,58333,0,0,0,38671,0,0,13277,0,0,57131,58813,2831,0,0,,,,,rawSpend,2_699_2
2022/2/24,0,0,0,0,0,0,3579,57976,0,0,0,36484,0,0,12667,0,0,57249,58874,2013,0,0,,,,,rawSpend,2_699_2
2022/2/25,0,0,0,0,0,0,2919,58652,0,0,0,35086,0,0,12857,0,0,69443,47182,849,0,0,,,,,rawSpend,2_699_2
